지점,일시,평균,최고,최저
116,1986-03-01,2.7,15.2,-9
116,1986-04-01,9.7,22.6,-0.8
116,1986-05-01,14.7,25.3,5.4
116,1986-06-01,19,29,12.3
116,1986-07-01,20.4,28.6,11.6
116,1986-08-01,21.6,30,15.6
116,1986-09-01,17.1,27.8,8.3
116,1986-10-01,10.1,21.2,-2.6
116,1986-11-01,3.1,11.9,-9.2
116,1986-12-01,-0.4,9.8,-13.7
116,1987-01-01,-5.3,5.9,-19
116,1987-02-01,-2.4,10.3,-13.3
116,1987-03-01,1.5,14,-10.6
116,1987-04-01,8.8,22.1,-2.8
116,1987-05-01,14.7,27.7,2.8
116,1987-06-01,19.8,29.4,11
116,1987-07-01,20.8,27.8,15.8
116,1987-08-01,21.7,28.6,15.4
116,1987-09-01,17.2,25.8,3.7
116,1987-10-01,13.2,24.8,0
116,1987-11-01,5,15.4,-13.2
116,1987-12-01,-1.5,8.1,-14
116,1988-01-01,-4.8,6.6,-16
116,1988-02-01,-4,8.6,-17.6
116,1988-03-01,1.4,13.4,-11.3
116,1988-04-01,8.8,22.4,-0.1
116,1988-05-01,15.3,28.2,7.5
116,1988-06-01,19.3,28.9,11
116,1988-07-01,21.4,28.9,15.1
116,1988-08-01,23.4,33.4,14.9
116,1988-09-01,18.4,27.6,9
116,1988-10-01,12.4,22.2,0.2
116,1988-11-01,2.9,15.1,-9.7
116,1988-12-01,-2.4,9.8,-16.2
116,1989-01-01,-1.9,7.6,-15.8
116,1989-02-01,-0.3,11,-12.4
116,1989-03-01,3.2,13.8,-8.4
116,1989-04-01,11.9,27.8,0.3
116,1989-05-01,15.1,27.2,5.4
116,1989-06-01,18,28.9,10
116,1989-07-01,21.4,30.1,13.8
116,1989-08-01,22.3,32.4,14.7
116,1989-09-01,17.6,26.4,8
116,1989-10-01,11.2,19.7,-2
116,1989-11-01,4.4,15.6,-10.3
116,1989-12-01,-1.1,10.7,-12.7
116,1990-01-01,-6,4.8,-21.4
116,1990-02-01,-0.3,9.6,-8.2
116,1990-03-01,4.1,15.5,-3.7
116,1990-04-01,8.6,24,-2.4
116,1990-05-01,13.4,25.4,3.8
116,1990-06-01,18.2,27.4,11
116,1990-07-01,22,31.1,12.8
116,1990-08-01,23.5,32.6,15.9
116,1990-09-01,18.3,28.6,7.4
116,1990-10-01,13,23.4,3
116,1990-11-01,7.4,16.9,-8.7
116,1990-12-01,-2,10.2,-16.2
119,1964-01-01,-0.7,9.8,-10.7
119,1964-02-01,-3.5,7.4,-15.4
119,1964-03-01,3,19.2,-5.2
119,1964-04-01,13.7,24.8,1.3
119,1964-05-01,17.2,28.9,7.5
119,1964-06-01,20.5,32.9,12.4
119,1964-07-01,24.6,33.7,19.2
119,1964-08-01,25.8,33.9,18.6
119,1964-09-01,19.5,29.3,8.5
119,1964-10-01,12.4,24.8,-1.9
119,1964-11-01,5.5,14.8,-5.2
119,1964-12-01,-0.8,9.7,-11.5
119,1965-01-01,-4.4,6.8,-16.9
119,1965-02-01,-1.6,9.9,-12.8
119,1965-03-01,2.2,14.4,-8.8
119,1965-04-01,9.5,26.4,-3.8
119,1965-05-01,16.5,29,4.4
119,1965-06-01,21.4,33,11.1
119,1965-07-01,24.1,33.3,18.1
119,1965-08-01,24.6,30.8,18
119,1965-09-01,19.8,29,6.4
119,1965-10-01,13.3,27.7,1.3
119,1965-11-01,6.5,18.8,-5.3
119,1965-12-01,-2.3,13.2,-17
119,1966-01-01,-5.3,10.7,-18
119,1966-02-01,-0.5,12.5,-14.4
119,1966-03-01,4.6,14.8,-4.1
119,1966-04-01,10.9,26,-2.9
119,1966-05-01,17.2,29.9,5.6
119,1966-06-01,20.5,30.9,9.2
119,1966-07-01,24,31.9,13.6
119,1966-08-01,26.6,34.4,17.7
119,1966-09-01,19.5,29.9,7.9
119,1966-10-01,13.7,25.4,-0.7
119,1966-11-01,5.4,19.4,-11.2
119,1966-12-01,-3,11.8,-15.5
119,1967-01-01,-5.4,10.8,-19.6
119,1967-02-01,-2.4,13.4,-13.6
119,1967-03-01,4.2,16.4,-7.1
119,1967-04-01,11.4,25.6,-0.1
119,1967-05-01,18.3,28.7,6.6
119,1967-06-01,21.1,29.9,11.6
119,1967-07-01,25.6,34.2,17.4
119,1967-08-01,26.9,33.4,20.8
119,1967-09-01,20.1,31.4,8.2
119,1967-10-01,12.9,23,0.4
119,1967-11-01,5.8,18.9,-6.8
119,1967-12-01,-5.1,7.2,-20.3
119,1968-01-01,-4.3,9.8,-15.6
119,1968-02-01,-5.2,11.8,-17.1
119,1968-03-01,3.6,17.2,-7.6
119,1968-04-01,11,24.2,-0.6
119,1968-05-01,16.2,27.7,5.4
119,1968-06-01,20.1,31.7,9.4
119,1968-07-01,24.4,33.5,18.2
119,1968-08-01,24.2,32.6,13.8
119,1968-09-01,19.7,30.6,4.5
119,1968-10-01,11.5,26.8,-0.5
119,1968-11-01,6.6,20,-6.3
119,1968-12-01,2.1,17.8,-15
119,1969-01-01,-3.9,11.4,-16.4
119,1969-02-01,-3.8,10.4,-25.8
119,1969-03-01,2.4,20.4,-10
119,1969-04-01,10.2,23.5,-2
119,1969-05-01,15.9,26.8,4
119,1969-06-01,19.3,31.9,9.5
119,1969-07-01,23.7,31.2,13.2
119,1969-08-01,24.5,32.3,16.2
119,1969-09-01,20.1,29.6,10.3
119,1969-10-01,11.9,25.2,-0.1
119,1969-11-01,4.1,18.6,-8.1
119,1969-12-01,-2.4,13.4,-16
119,1970-01-01,-5.9,10,-20.4
119,1970-02-01,-1.2,13.4,-16.2
119,1970-03-01,0.2,17.2,-9
119,1970-04-01,10.7,26.4,-4.4
119,1970-05-01,17.4,29.2,4.9
119,1970-06-01,19.8,29.7,8.7
119,1970-07-01,23.1,32.2,14.8
119,1970-08-01,25.7,34.1,16.9
119,1970-09-01,20.7,31.5,5.3
119,1970-10-01,13.4,25.1,-1.1
119,1970-11-01,5,17.4,-11.3
119,1970-12-01,-1.7,12.4,-14.2
119,1971-01-01,-3.7,10.8,-21.5
119,1971-02-01,-2,12.4,-17.9
119,1971-03-01,2,21,-10.9
119,1971-04-01,10.3,24,-2.8
119,1971-05-01,16.1,29.8,5.2
119,1971-06-01,21.4,29.7,12.4
119,1971-07-01,24.5,32.4,17.4
119,1971-08-01,24.7,33.8,16.6
119,1971-09-01,20.1,30,6.8
119,1971-10-01,11.4,24.3,-0.6
119,1971-11-01,7.2,22.1,-8.1
119,1971-12-01,-1.3,12.8,-11.7
119,1972-01-01,0.2,12.8,-10.4
119,1972-02-01,-0.4,8.8,-9.2
119,1972-03-01,4.4,18.3,-9.5
119,1972-04-01,10.8,24.4,-3.7
119,1972-05-01,15.7,25.7,4.3
119,1972-06-01,20.9,30.3,12.5
119,1972-07-01,25.2,35.2,16.4
119,1972-08-01,23.1,33.2,13.9
119,1972-09-01,18.5,27.6,6.6
119,1972-10-01,12.8,26.1,-1.5
119,1972-11-01,4.7,19.4,-12.6
119,1972-12-01,-0.2,13.4,-11.8
119,1973-01-01,-0.4,11.6,-12
119,1973-02-01,-0.2,15.3,-11.2
119,1973-03-01,3.6,19.5,-7.7
119,1973-04-01,11.7,27,-3.4
119,1973-05-01,16.6,26.5,6.1
119,1973-06-01,20.9,29.7,11.5
119,1973-07-01,26.5,34.6,18.9
119,1973-08-01,25.7,34.2,19.8
119,1973-09-01,19.6,28.6,4.4
119,1973-10-01,12.1,24.8,-1.6
119,1973-11-01,3.9,16,-8
119,1973-12-01,-4.5,11.9,-24.4
119,1974-01-01,-4.6,9.2,-20.4
119,1974-02-01,-2.9,11.5,-15
119,1974-03-01,2.9,20,-9.4
119,1974-04-01,10.3,23.3,-0.5
119,1974-05-01,15.9,28.6,3.3
119,1974-06-01,19.2,30.3,9
119,1974-07-01,23.5,30.7,15.8
119,1974-08-01,24.9,33.2,13.5
119,1974-09-01,19.3,30,6.8
119,1974-10-01,11.5,24,-2
119,1974-11-01,4.1,20.5,-8.1
119,1974-12-01,-1.5,10.3,-12.1
119,1975-01-01,-3.5,8,-13.7
119,1975-02-01,-1.3,10.1,-12.2
119,1975-03-01,3.4,15.8,-7.5
119,1975-04-01,12.2,27.5,-1.7
119,1975-05-01,16,26.7,5
119,1975-06-01,20.7,30.7,11
119,1975-07-01,24.6,32.8,17.6
119,1975-08-01,26.2,33.6,17.4
119,1975-09-01,21.8,30.5,10.3
119,1975-10-01,14.3,25.2,3
119,1975-11-01,7.9,19.9,-7.3
119,1975-12-01,-3.3,15.5,-17.6
119,1976-01-01,-4.7,8.3,-17.3
119,1976-02-01,1.8,14.8,-9
119,1976-03-01,4,14.8,-8.1
119,1976-04-01,9.9,24,-3.7
119,1976-05-01,15.6,31.2,2.7
119,1976-06-01,20.7,32.9,11.8
119,1976-07-01,22.8,32.5,13.3
119,1976-08-01,23.7,31.7,16.3
119,1976-09-01,18.7,29,8.2
119,1976-10-01,12.6,24.2,-1.8
119,1976-11-01,2.6,20.6,-10.7
119,1976-12-01,-0.4,12.6,-17.7
119,1977-01-01,-7.9,4.7,-19.4
119,1977-02-01,-3.8,16.4,-18.3
119,1977-03-01,4.2,21.1,-11.3
119,1977-04-01,11.7,25.9,-1.8
119,1977-05-01,16.3,28.8,5.8
119,1977-06-01,21.7,33.6,13.9
119,1977-07-01,25.6,35,18.8
119,1977-08-01,23.8,32.1,13.5
119,1977-09-01,20.6,30.4,4.4
119,1977-10-01,14.9,28.9,0.3
119,1977-11-01,6.8,20.4,-6.4
119,1977-12-01,1.4,15.4,-11.6
119,1978-01-01,-3,8.2,-17.5
119,1978-02-01,-2.8,11.8,-15.6
119,1978-03-01,3.3,18.1,-8.6
119,1978-04-01,10.7,26.2,-2.5
119,1978-05-01,17.1,30,3.8
119,1978-06-01,21.5,30.1,8.2
119,1978-07-01,26.5,35.2,18.6
119,1978-08-01,25.7,33.2,18
119,1978-09-01,20.4,30.1,9.9
119,1978-10-01,13.3,29,0.5
119,1978-11-01,6.3,19.4,-7.6
119,1978-12-01,1,15.2,-12.8
119,1979-01-01,-0.1,14.6,-13.8
119,1979-02-01,0.2,18.4,-17.8
119,1979-03-01,5,19.1,-6.6
119,1979-04-01,10.4,24.7,-1.8
119,1979-05-01,15.6,29.2,4.7
119,1979-06-01,21.3,29.2,12.5
119,1979-07-01,24.4,32.7,15.4
119,1979-08-01,25.3,34.3,13
119,1979-09-01,19,29.5,6.4
119,1979-10-01,14.2,26.4,-0.4
119,1979-11-01,4.8,23.6,-11
119,1979-12-01,0.5,11.8,-10.6
119,1980-01-01,-4,11.7,-18
119,1980-02-01,-4.6,12.6,-19
119,1980-03-01,4.1,17.6,-5.2
119,1980-04-01,9.7,21.8,-1.8
119,1980-05-01,15.6,30,4.2
119,1980-06-01,20.8,31.7,12.2
119,1980-07-01,22.6,29.7,17.3
119,1980-08-01,22.7,30,16
119,1980-09-01,18.5,28,4.5
119,1980-10-01,11.7,25.1,-2.7
119,1980-11-01,7.2,20.5,-4.1
119,1980-12-01,-4.3,12.4,-19
119,1981-01-01,-9.8,1.7,-24.8
119,1981-02-01,-2.2,10.4,-14.8
119,1981-03-01,4.6,20.7,-6.2
119,1981-04-01,10.8,25.2,-1.7
119,1981-05-01,15.5,28.6,2.3
119,1981-06-01,21.1,30.5,7.8
119,1981-07-01,25.4,34.9,18.7
119,1981-08-01,24.1,32.2,16.5
119,1981-09-01,19.1,29.5,7.5
119,1981-10-01,12.1,23.5,-1.3
119,1981-11-01,2.5,14,-8.4
119,1981-12-01,-1.6,10.6,-13
119,1982-01-01,-4.1,7.6,-15.9
119,1982-02-01,-1.1,12.3,-14.6
119,1982-03-01,4.6,16.8,-6.8
119,1982-04-01,10.7,26.8,-0.8
119,1982-05-01,17.3,29.1,3.2
119,1982-06-01,21,29.5,10.4
119,1982-07-01,24.3,33.4,16.9
119,1982-08-01,25,34,16.3
119,1982-09-01,19.2,30.5,6.7
119,1982-10-01,14.4,26.8,-3.6
119,1982-11-01,6.9,21.2,-8
119,1982-12-01,-0.9,10.3,-12.7
119,1983-01-01,-3,9.1,-14.8
119,1983-02-01,-2.9,10.8,-15
119,1983-03-01,5.1,18.2,-5
119,1983-04-01,12.3,25,-1.8
119,1983-05-01,17.5,28.8,4.9
119,1983-06-01,21.2,32.6,10.1
119,1983-07-01,23.6,31.3,16.7
119,1983-08-01,25.8,33.4,18.2
119,1983-09-01,21.4,31.5,10.3
119,1983-10-01,13.1,24.6,-1.8
119,1983-11-01,5.4,18.7,-7
119,1983-12-01,-2.4,12.6,-16.4
119,1984-01-01,-7,4.9,-17.9
119,1984-02-01,-4.2,8.2,-15.4
119,1984-03-01,1.9,15.1,-8.1
119,1984-04-01,11.1,23,-2.3
119,1984-05-01,17.1,27,5.3
119,1984-06-01,21.9,33,12.5
119,1984-07-01,24.9,34.1,17.9
119,1984-08-01,26.2,34.4,17.8
119,1984-09-01,19.4,28.3,7.5
119,1984-10-01,12.8,24.8,-1.4
119,1984-11-01,7.1,21.7,-7.1
119,1984-12-01,-1.2,13.9,-14.5
119,1985-01-01,-6.6,4.2,-18.6
119,1985-02-01,-0.6,10.9,-12.9
119,1985-03-01,3.6,18.7,-7.9
119,1985-04-01,10.8,25.1,-2.5
119,1985-05-01,17.6,28.8,8.4
119,1985-06-01,21.6,31.4,13.5
119,1985-07-01,25.1,34.3,19.2
119,1985-08-01,26.4,34.7,19
119,1985-09-01,20.3,30.5,9.1
119,1985-10-01,14.2,25.6,1.2
119,1985-11-01,5.8,19.8,-4.6
119,1985-12-01,-3.2,10.2,-13.4
119,1986-01-01,-6,6.9,-20.1
119,1986-02-01,-3.8,6.2,-17.3
119,1986-03-01,4.1,18.8,-8.4
119,1986-04-01,11,24.7,-0.7
119,1986-05-01,16.2,27,6.6
119,1986-06-01,21.3,31.5,12.8
119,1986-07-01,23.2,31.5,14.8
119,1986-08-01,24.1,32.5,16.9
119,1986-09-01,19,31.1,7.7
119,1986-10-01,11.9,24.5,-2.6
119,1986-11-01,4.7,16.6,-6.7
119,1986-12-01,1.4,13.8,-10.9
119,1987-01-01,-2.9,9.6,-16.9
119,1987-02-01,-0.4,14.3,-12.2
119,1987-03-01,3.8,16.5,-8.7
119,1987-04-01,9.9,24.6,-1.9
119,1987-05-01,16.2,29.8,5.1
119,1987-06-01,21.8,32.5,12.4
119,1987-07-01,23.5,31.3,17.9
119,1987-08-01,24.3,31.8,18.7
119,1987-09-01,19.2,29.3,3.6
119,1987-10-01,14.4,28.2,-0.1
119,1987-11-01,6.9,20.2,-9.5
119,1987-12-01,0.3,12.9,-11.5
119,1988-01-01,-2.3,11.1,-12.6
119,1988-02-01,-1.8,12.4,-12.8
119,1988-03-01,3.7,16.2,-7.4
119,1988-04-01,10.3,24.6,-0.2
119,1988-05-01,17,30.7,5.5
119,1988-06-01,21.7,31.7,14.1
119,1988-07-01,24.4,31.3,18
119,1988-08-01,25.4,35.4,17.5
119,1988-09-01,20.3,29.9,9.5
119,1988-10-01,13.3,26,-1.5
119,1988-11-01,4.3,18.3,-7.2
119,1988-12-01,-0.3,14.5,-11.8
119,1989-01-01,0.5,10.7,-11.4
119,1989-02-01,1.7,14.4,-10.3
119,1989-03-01,5.3,16.4,-6.6
119,1989-04-01,12.5,29.5,0.5
119,1989-05-01,17.2,29.2,5.9
119,1989-06-01,20.6,30.6,11.6
119,1989-07-01,24.3,34.3,16.8
119,1989-08-01,25.4,34.9,16.5
119,1989-09-01,20,29.1,8.3
119,1989-10-01,12.5,23.4,-0.9
119,1989-11-01,6.5,18,-6.8
119,1989-12-01,1,15.7,-8.7
119,1990-01-01,-3.2,8.2,-18.9
119,1990-02-01,2.2,13.1,-8.9
119,1990-03-01,6.5,19.4,-4.1
119,1990-04-01,10.6,25.8,0.4
119,1990-05-01,16,27,7.2
119,1990-06-01,20.9,29.7,12.7
119,1990-07-01,25.2,33.4,17
119,1990-08-01,26,35,19.3
119,1990-09-01,21,31.6,9.1
119,1990-10-01,14.2,26.7,3.6
119,1990-11-01,9.3,21.2,-4.1
119,1990-12-01,0.5,16.3,-13.6
119,1991-01-01,-2.9,10.2,-13.9
119,1991-02-01,-1.3,10.7,-15.8
119,1991-03-01,4.3,18.2,-6
119,1991-04-01,11.8,26.1,-4.7
119,1991-05-01,16.8,31,4.3
119,1991-06-01,22,31.3,14.5
119,1991-07-01,24.1,32.3,17.1
119,1991-08-01,24.9,34.4,13.2
119,1991-09-01,20.2,30.7,8
119,1991-10-01,12.8,25.7,0.8
119,1991-11-01,5.4,17.7,-6.4
119,1991-12-01,1.7,15.8,-12.6
119,1992-01-01,-0.8,8.5,-11.1
119,1992-02-01,0,16.4,-11.2
119,1992-03-01,6.6,19.5,-2.6
119,1992-04-01,11.2,23.6,1.3
119,1992-05-01,15.7,28.2,5.7
119,1992-06-01,19.9,29.1,9
119,1992-07-01,24.5,32.3,18.2
119,1992-08-01,24.9,33.3,19.2
119,1992-09-01,20.5,30.8,7.4
119,1992-10-01,13.2,25,1.1
119,1992-11-01,5.6,17.9,-9.3
119,1992-12-01,1.2,14.3,-10.6
119,1993-01-01,-2.7,8.3,-13
119,1993-02-01,0.4,15.8,-8.6
119,1993-03-01,4.8,17.6,-8.3
119,1993-04-01,10,24.1,-2.7
119,1993-05-01,17.3,30.6,7.8
119,1993-06-01,20.6,29.3,12
119,1993-07-01,23.2,31.2,16.3
119,1993-08-01,22.8,31.4,14.7
119,1993-09-01,20.8,30.4,9.8
119,1993-10-01,12.6,25.1,0.1
119,1993-11-01,8.5,20.6,-7.6
119,1993-12-01,-0.1,10.7,-10.5
119,1994-01-01,-1.2,10.4,-14.8
119,1994-02-01,0.3,12.4,-12.1
119,1994-03-01,3.7,19,-6.6
119,1994-04-01,14.2,27.9,1.8
119,1994-05-01,17.7,27.8,6.3
119,1994-06-01,22.3,32.9,11.6
119,1994-07-01,28.7,37.3,19.8
119,1994-08-01,27.6,35.9,18
119,1994-09-01,20.7,31.4,10.3
119,1994-10-01,14.8,27,0.7
119,1994-11-01,8.6,19.3,-4.5
119,1994-12-01,1.3,14.2,-12.1
119,1995-01-01,-2.4,12,-12.8
119,1995-02-01,0,11.6,-10.9
119,1995-03-01,5.8,17.6,-5.9
119,1995-04-01,10.7,25.8,-2.4
119,1995-05-01,16.6,28.3,4.6
119,1995-06-01,21.5,30.7,10.6
119,1995-07-01,24.8,32.9,16
119,1995-08-01,26.4,34.1,19.6
119,1995-09-01,20,29.6,10.3
119,1995-10-01,15.1,26,3.5
119,1995-11-01,5.6,19.7,-5
119,1995-12-01,-1.5,8,-11
119,1996-01-01,-2.2,10.1,-13
119,1996-02-01,-2,15.5,-13.8
119,1996-03-01,4.5,16.1,-6
119,1996-04-01,9.7,24.5,-2
119,1996-05-01,17.6,31,8.2
119,1996-06-01,22.3,32.5,14.2
119,1996-07-01,25.1,34.6,16.1
119,1996-08-01,26.5,35.8,18.1
119,1996-09-01,21.7,31,9.4
119,1996-10-01,14,24.7,-1.6
119,1996-11-01,6.4,19.2,-7.1
119,1996-12-01,1.1,14.3,-10.9
119,1997-01-01,-3.2,8,-14.2
119,1997-02-01,0.3,15,-9.7
119,1997-03-01,5.9,20.2,-5.2
119,1997-04-01,12,23,0.3
119,1997-05-01,16.9,28.2,6.5
119,1997-06-01,22.8,33.5,11.5
119,1997-07-01,25.9,33.9,17.1
119,1997-08-01,26.6,33.8,19.4
119,1997-09-01,20.2,31.9,8.7
119,1997-10-01,12.9,26.4,-0.8
119,1997-11-01,8.3,20.4,-5.1
119,1997-12-01,1.5,14.5,-10.8
119,1998-01-01,-1.4,9.6,-15.1
119,1998-02-01,2.6,15.6,-10.3
119,1998-03-01,6.5,20.2,-3.6
119,1998-04-01,15.2,27.2,0.9
119,1998-05-01,18.5,31.7,9.7
119,1998-06-01,21.6,32.2,13.1
119,1998-07-01,25.2,32.5,20
119,1998-08-01,25.6,31.7,18.2
119,1998-09-01,23,32.3,13.6
119,1998-10-01,16.7,26.6,2.9
119,1998-11-01,6.9,21.4,-6.3
119,1998-12-01,1.4,13.7,-8.4
119,1999-01-01,-1.1,12.7,-11.8
119,1999-02-01,0.4,10.6,-11.8
119,1999-03-01,6,19,-5.6
119,1999-04-01,12.8,27.2,-0.6
119,1999-05-01,16.9,28,8
119,1999-06-01,22.4,32.9,15.4
119,1999-07-01,25.5,33.8,17.7
119,1999-08-01,25.9,34.8,19.5
119,1999-09-01,22.9,32.1,13.8
119,1999-10-01,13.9,24.8,1.7
119,1999-11-01,7.3,19,-4.3
119,1999-12-01,-0.1,11.9,-11.9
119,2000-01-01,-2,10.9,-13.9
119,2000-02-01,-2.1,8.4,-12.7
119,2000-03-01,5.6,20,-6.8
119,2000-04-01,11.6,23.6,-0.2
119,2000-05-01,17.5,31.3,7.5
119,2000-06-01,23.3,32.7,14.5
119,2000-07-01,26.9,34.2,20.6
119,2000-08-01,25.9,33.4,19.7
119,2000-09-01,20.1,29.8,10.5
119,2000-10-01,14.1,26.7,0.3
119,2000-11-01,6.1,20.3,-5.3
119,2000-12-01,0.3,13.2,-11.2
119,2001-01-01,-4,8.2,-18.3
119,2001-02-01,-0.6,12.3,-11.3
119,2001-03-01,4.2,21.8,-5.6
119,2001-04-01,12.1,26.5,-1.1
119,2001-05-01,18.1,29.5,8.4
119,2001-06-01,21.8,31.3,13.1
119,2001-07-01,25.5,32.8,20
119,2001-08-01,25.7,34.3,18.4
119,2001-09-01,21.6,30.9,9.5
119,2001-10-01,15.4,24.5,5.9
119,2001-11-01,5.9,16.5,-3.1
119,2001-12-01,-1.1,10.8,-9.9
119,2002-01-01,-0.4,15.3,-13.3
119,2002-02-01,0.4,11.1,-9
119,2002-03-01,6.2,19.3,-6.3
119,2002-04-01,12.7,27.8,2
119,2002-05-01,16.4,26.9,8.6
119,2002-06-01,21,30.9,12.7
119,2002-07-01,24.7,34.5,18.1
119,2002-08-01,23.7,32.7,18.3
119,2002-09-01,20.6,30.2,11.7
119,2002-10-01,11.6,23.9,-2.7
119,2002-11-01,2.7,16.4,-7.4
119,2002-12-01,0.4,15.1,-10.4
119,2003-01-01,-4,7.6,-16.2
119,2003-02-01,0.7,10.6,-10
119,2003-03-01,5.3,21.5,-7.4
119,2003-04-01,12.4,25.4,1.8
119,2003-05-01,18.8,29.9,5.9
119,2003-06-01,21.3,30.2,13.5
119,2003-07-01,23.8,31.3,18.3
119,2003-08-01,24.2,31.3,16.5
119,2003-09-01,21,28.3,13.3
119,2003-10-01,13.6,26,1.6
119,2003-11-01,9.3,21.8,-4.7
119,2003-12-01,0.6,12.8,-9.3
119,2004-01-01,-2.2,8,-15.9
119,2004-02-01,1.9,19.3,-9.9
119,2004-03-01,5.7,20.2,-6.5
119,2004-04-01,12.2,26.9,-0.2
119,2004-05-01,17,27.2,7.3
119,2004-06-01,22.6,32.3,12.1
119,2004-07-01,24.8,35,19.1
119,2004-08-01,26.1,35.1,18.1
119,2004-09-01,21.3,31,12
119,2004-10-01,14.4,25.2,2.8
119,2004-11-01,8.4,22.6,-1.5
119,2004-12-01,1.8,16.1,-10.2
119,2005-01-01,-2.5,8.7,-11.6
119,2005-02-01,-1.6,11.2,-12.5
119,2005-03-01,4.1,18.3,-6
119,2005-04-01,12.6,30.5,1.2
119,2005-05-01,17.1,30,6.6
119,2005-06-01,22.4,31.7,14
119,2005-07-01,25.3,34.1,18.9
119,2005-08-01,25.4,35.1,16.7
119,2005-09-01,22.2,32.3,14.5
119,2005-10-01,14.4,24.6,1.8
119,2005-11-01,8.2,21.5,-3.7
119,2005-12-01,-3.9,11.7,-14.4
119,2006-01-01,-0.4,10.3,-11.2
119,2006-02-01,-0.1,11.4,-13.2
119,2006-03-01,5,17.8,-7.4
119,2006-04-01,11.3,21.6,2.9
119,2006-05-01,18.2,28.7,10
119,2006-06-01,21.7,31.4,14.8
119,2006-07-01,23.6,31.8,18.3
119,2006-08-01,27.5,35.9,20.8
119,2006-09-01,21.3,31.8,10.9
119,2006-10-01,17.6,28.7,6
119,2006-11-01,8.4,21.2,-1.2
119,2006-12-01,1.2,14,-12.1
119,2007-01-01,-0.1,11.3,-9.9
119,2007-02-01,3.3,15.6,-8.1
119,2007-03-01,6,18.1,-6.8
119,2007-04-01,11.1,22.1,0.8
119,2007-05-01,17.8,29.8,8.3
119,2007-06-01,22.6,32.2,14.6
119,2007-07-01,24,31.1,18.2
119,2007-08-01,26.1,33.2,18.6
119,2007-09-01,21.2,31.2,13.3
119,2007-10-01,14.8,26.2,2.2
119,2007-11-01,6.2,19.6,-7
119,2007-12-01,1.6,14.3,-6.5
119,2008-01-01,-1.6,7.9,-12.1
119,2008-02-01,-1.6,11.8,-10.4
119,2008-03-01,6.8,19.7,-3
119,2008-04-01,13.3,28.1,1
119,2008-05-01,17.6,29.7,7.8
119,2008-06-01,21.7,30.8,13.6
119,2008-07-01,25.7,33.3,20.3
119,2008-08-01,25.5,35.7,16.9
119,2008-09-01,22.3,33,9.7
119,2008-10-01,16,28.9,4.1
119,2008-11-01,7.4,20.1,-6.5
119,2008-12-01,0.9,14.5,-12
119,2009-01-01,-2.6,12.5,-14.6
119,2009-02-01,2.4,17,-9.1
119,2009-03-01,6.1,22.4,-5.3
119,2009-04-01,12,26.7,0.7
119,2009-05-01,18.3,31.4,8.1
119,2009-06-01,22.1,32.1,12.6
119,2009-07-01,24.2,31.5,18.6
119,2009-08-01,25.7,34.8,16.2
119,2009-09-01,21.6,31.2,14.2
119,2009-10-01,15.7,27.3,5.6
119,2009-11-01,6.9,22.9,-5.8
119,2009-12-01,-0.7,11.4,-12.9
119,2010-01-01,-4.4,9.2,-18.6
119,2010-02-01,1.4,19.1,-11.5
119,2010-03-01,4.6,14.7,-3.6
119,2010-04-01,9.6,21.8,-0.8
119,2010-05-01,17.1,29.8,4.1
119,2010-06-01,23.1,33.3,12.5
119,2010-07-01,26,33.4,20.9
119,2010-08-01,26.9,34.2,21.4
119,2010-09-01,22.2,33.7,7.7
119,2010-10-01,14.4,24.7,-1.6
119,2010-11-01,6.4,18,-4.6
119,2010-12-01,-0.8,14.7,-14.3
119,2011-01-01,-7.2,3.2,-16.9
119,2011-02-01,0.6,13.4,-11.2
119,2011-03-01,3.5,16.9,-6.7
119,2011-04-01,10.1,21,0.2
119,2011-05-01,16.2,29,6.4
119,2011-06-01,21.1,32.6,11.7
119,2011-07-01,25.3,35.8,18.6
119,2011-08-01,26.1,35.6,18.6
119,2011-09-01,21.7,33.3,9.9
119,2011-10-01,13.9,23.8,1.2
119,2011-11-01,11.2,25.8,-3.8
119,2011-12-01,-0.4,9.9,-12.1
119,2012-01-01,-2.7,8.7,-12.7
119,2012-02-01,-1.9,12.5,-16.2
119,2012-03-01,5.1,17.7,-5.1
119,2012-04-01,12.1,29.1,0.8
119,2012-05-01,19.1,29.1,9.7
119,2012-06-01,23.6,33.9,14.9
119,2012-07-01,25.5,33.3,18
119,2012-08-01,27.3,37.4,17.9
119,2012-09-01,20.8,29.5,11.3
119,2012-10-01,14.8,26.1,2.1
119,2012-11-01,5.7,16.3,-4.2
119,2012-12-01,-3.9,9.6,-14.4
119,2013-01-01,-3.4,13.7,-18.1
119,2013-02-01,-1,15.2,-14.8
119,2013-03-01,4.8,25,-4.8
119,2013-04-01,9.7,22.4,-0.1
119,2013-05-01,17.6,31.1,6.8
119,2013-06-01,23.5,32.1,13.2
119,2013-07-01,25.5,31.1,19.6
119,2013-08-01,27.4,34.7,19.6
119,2013-09-01,21.7,31.2,10.4
119,2013-10-01,15.7,28.6,3.6
119,2013-11-01,6.2,21.8,-5.4
119,2013-12-01,0,11.5,-9.9
119,2014-01-01,-0.6,9.3,-10.8
119,2014-02-01,2.1,16,-9.6
119,2014-03-01,7.6,24.7,-4.2
119,2014-04-01,13.3,26.3,1.4
119,2014-05-01,18.2,33.2,6
