지점,일시,평균,최고,최저
260,1976-03-01,5.9,19.6,-6.1
260,1976-04-01,11.4,23.6,-1.9
260,1976-05-01,15.9,27.8,2.2
260,1976-06-01,20.3,30,10.4
260,1976-07-01,23,32.7,14.9
260,1976-08-01,25.3,32.7,16.1
260,1976-09-01,19,29.4,8.2
260,1976-10-01,14.2,27.6,-0.1
260,1976-11-01,5.5,20.7,-3.5
260,1976-12-01,2.3,17.8,-12.1
260,1977-01-01,-2.9,8.6,-11.6
260,1977-02-01,-0.5,18.3,-13.4
260,1977-03-01,6.6,18.4,-11.3
260,1977-04-01,12.8,23.6,-0.2
260,1977-05-01,17,27.8,5.3
260,1977-06-01,21,29.1,11.7
260,1977-07-01,25.8,35.8,19.9
260,1977-08-01,24.3,36.1,14.4
260,1977-09-01,22.1,31.7,7.5
260,1977-10-01,16.5,29.2,2.8
260,1977-11-01,8.9,23.9,-4.1
260,1977-12-01,3.7,18.1,-7
260,1978-01-01,1,12.3,-9.8
260,1978-02-01,0.8,14.5,-9.9
260,1978-03-01,5.5,19.1,-6.3
260,1978-04-01,12.2,25.2,-4.3
260,1978-05-01,17.9,33.2,3.6
260,1978-06-01,21.5,31.2,6.6
260,1978-07-01,27.1,35.2,21.4
260,1978-08-01,26.1,33.7,18.6
260,1978-09-01,21.2,32.5,7.6
260,1978-10-01,15,28.9,0.6
260,1978-11-01,9.2,19.5,-3.2
260,1978-12-01,3.3,18.5,-8.7
260,1979-01-01,1.7,16.2,-9.3
260,1979-02-01,2.6,20.3,-11.2
260,1979-03-01,6.4,18.1,-5
260,1979-04-01,10.8,22.8,-0.6
260,1979-05-01,16,31.9,3.4
260,1979-06-01,21.2,32.1,9.8
260,1979-07-01,24.5,33.5,17
260,1979-08-01,25.6,34.5,14.5
260,1979-09-01,19.5,29.6,8.5
260,1979-10-01,14.7,27.2,1.5
260,1979-11-01,7.3,26.5,-4.8
260,1979-12-01,3.3,16.7,-7.4
260,1980-01-01,0.7,15.4,-10
260,1980-02-01,-0.2,14.1,-10.2
260,1980-03-01,5.9,20.3,-3
260,1980-04-01,11.1,23.3,-1.2
260,1980-05-01,16.2,31.4,3.1
260,1980-06-01,21,31.2,9.1
260,1980-07-01,23.1,32.5,16.6
260,1980-08-01,22.3,30.5,16.3
260,1980-09-01,18.7,31,6
260,1980-10-01,13.7,25.8,0.1
260,1980-11-01,8.5,22.1,-3.8
260,1980-12-01,0.4,16.5,-10.2
260,1981-01-01,-1.5,6.6,-10.8
260,1981-02-01,1.4,16.3,-12.4
260,1981-03-01,6.5,23.7,-6.6
260,1981-04-01,11.4,24.3,-3.2
260,1981-05-01,15.9,32.1,3.5
260,1981-06-01,20.3,34.3,8.6
260,1981-07-01,25.7,37.2,18.3
260,1981-08-01,24.7,35.3,16.9
260,1981-09-01,19.4,30.1,8.6
260,1981-10-01,13.3,24.9,0.4
260,1981-11-01,5.3,16.9,-5.8
260,1981-12-01,1.5,15.2,-8.4
260,1982-01-01,-0.8,14.5,-13.2
260,1982-02-01,2.1,15.3,-9.4
260,1982-03-01,7,20.1,-6.2
260,1982-04-01,11.5,24.9,-1.4
260,1982-05-01,17.5,30,4.5
260,1982-06-01,21.1,33.9,9.6
260,1982-07-01,23.5,34.5,15.1
260,1982-08-01,25.7,33.7,15.5
260,1982-09-01,19.6,31.9,8.2
260,1982-10-01,15.4,29.2,-0.4
260,1982-11-01,9.9,22.5,-1.2
260,1982-12-01,1.7,16,-7.2
260,1983-01-01,0.3,13.3,-9.6
260,1983-02-01,0.7,15.6,-12
260,1983-03-01,6.7,20.5,-4.8
260,1983-04-01,12.9,27.9,-2.8
260,1983-05-01,17,33.5,3.3
260,1983-06-01,20.5,32.3,9.4
260,1983-07-01,23.9,34.3,15.7
260,1983-08-01,26.2,38.3,19.5
260,1983-09-01,22.1,32.4,13.9
260,1983-10-01,15.2,28.9,-0.6
260,1983-11-01,7.2,22.2,-5
260,1983-12-01,1.4,14.3,-11.4
260,1984-01-01,-2,11.2,-10.4
260,1984-02-01,-0.8,12.2,-11.8
260,1984-03-01,4.1,23.1,-9.2
260,1984-04-01,12.1,24.3,-2.1
260,1984-05-01,16.8,28.5,4.3
260,1984-06-01,21.7,32.6,10.8
260,1984-07-01,25.5,33.6,17.4
260,1984-08-01,26.7,36.4,19.9
260,1984-09-01,20.2,29.9,8.8
260,1984-10-01,13.4,25.5,-1.8
260,1984-11-01,8.4,25.3,-4.6
260,1984-12-01,2.4,18.3,-11.2
260,1985-01-01,-1.7,10,-12.8
260,1985-02-01,2.5,14.7,-6
260,1985-03-01,5.9,17.3,-4.2
260,1985-04-01,11.8,24.6,-3.2
260,1985-05-01,17.7,28.2,6.5
260,1985-06-01,20.5,31.3,11.6
260,1985-07-01,25.5,35.3,18.5
260,1985-08-01,26.8,36.3,19.9
260,1985-09-01,22.2,32.4,6.7
260,1985-10-01,15.5,28.2,4.4
260,1985-11-01,8,20.2,-3.2
260,1985-12-01,0.5,15.1,-11.3
260,1986-01-01,-0.7,12.2,-9.2
260,1986-02-01,-0.5,13.5,-10.8
260,1986-03-01,5.8,19.8,-5.8
260,1986-04-01,12.3,24.7,-2.6
260,1986-05-01,16.8,29.8,6.6
260,1986-06-01,21.3,32.3,11.9
260,1986-07-01,23.2,32.5,14.2
260,1986-08-01,25.3,34.4,17
260,1986-09-01,19.5,30.3,7.9
260,1986-10-01,13.2,26.5,-2.5
260,1986-11-01,7.2,20,-4.1
260,1986-12-01,4.1,17.7,-6.2
260,1987-01-01,0.5,12.1,-7.9
260,1987-02-01,2.5,18.1,-9
260,1987-03-01,5.6,18.1,-5.2
260,1987-04-01,11.2,24.2,-2.2
260,1987-05-01,16.9,28.5,2.9
260,1987-06-01,21.1,32.2,12.4
260,1987-07-01,24,32.2,18.5
260,1987-08-01,24.9,33.1,18.8
260,1987-09-01,19.8,30.7,5.7
260,1987-10-01,16.1,29.7,1.8
260,1987-11-01,8.9,22.6,-3.8
260,1987-12-01,2.4,18.8,-8
260,1988-01-01,1.3,13.3,-7.7
260,1988-02-01,1.1,13.9,-10.6
260,1988-03-01,5.1,16.3,-8.3
260,1988-04-01,11.3,27.6,-1.4
260,1988-05-01,17.2,31.4,5.6
260,1988-06-01,21.6,32.9,11.9
260,1988-07-01,25.3,34.1,17.2
260,1988-08-01,25.6,35.3,15.6
260,1988-09-01,21.1,31.7,8.4
260,1988-10-01,15.1,27.5,-0.6
260,1988-11-01,6.8,21.3,-5
260,1988-12-01,2.4,17.7,-7.2
260,1989-01-01,2.9,12.7,-9.9
260,1989-02-01,3.9,15.7,-6.3
260,1989-03-01,6.3,20.2,-6.6
260,1989-04-01,13.4,27.2,-0.8
260,1989-05-01,17.7,29.9,6
260,1989-06-01,20,31.1,9.1
260,1989-07-01,24.4,33.7,16.8
260,1989-08-01,25.3,33.6,17
260,1989-09-01,21.2,30.3,9.8
260,1989-10-01,13.9,27,0.7
260,1989-11-01,8.4,22.8,-3.8
260,1989-12-01,3.4,17.6,-8.1
260,1990-01-01,0,14.3,-15.5
260,1990-02-01,5,14.1,-5.8
260,1990-03-01,7.9,20.9,-4.4
260,1990-04-01,11.6,24.5,-1
260,1990-05-01,16.6,28.1,5
260,1990-06-01,21.8,31.5,11.6
260,1990-07-01,26,36.2,18.1
260,1990-08-01,27,38,19.3
260,1990-09-01,22,32.4,9.6
260,1990-10-01,14.9,27.4,3.3
260,1990-11-01,10.5,23.3,-0.8
260,1990-12-01,3.3,20.3,-6.8
260,1991-01-01,1.3,10.4,-7.9
260,1991-02-01,1.7,11.7,-11.5
260,1991-03-01,6.8,22.4,-5.2
260,1991-04-01,12.5,23.3,-3
260,1991-05-01,16.8,28.6,1.2
260,1991-06-01,22.2,31.4,14.2
260,1991-07-01,24.9,32.2,19.1
260,1991-08-01,24.5,34.1,16.1
260,1991-09-01,21.5,31.5,10.2
260,1991-10-01,13.7,27.5,1.2
260,1991-11-01,7.3,21.3,-4.6
260,1991-12-01,3.7,18.5,-8.3
260,1992-01-01,2.4,13.7,-7.9
260,1992-02-01,2,18.2,-7.6
260,1992-03-01,7.9,21.2,-3.4
260,1992-04-01,12.4,25.4,-0.4
260,1992-05-01,16.3,28.6,3.6
260,1992-06-01,20.2,31.1,7.2
260,1992-07-01,25.1,34.1,15.9
260,1992-08-01,25.5,32.5,15.5
260,1992-09-01,21.1,31.9,5.9
260,1992-10-01,13.5,25.4,1.3
260,1992-11-01,6.9,20.8,-6.1
260,1992-12-01,3.9,17.8,-7.6
260,1993-01-01,0.3,13,-9.5
260,1993-02-01,2.4,18.5,-8.3
260,1993-03-01,5.4,19,-8.3
260,1993-04-01,11.5,27.1,-4.7
260,1993-05-01,17,29.2,5.2
260,1993-06-01,21,30.9,12.2
260,1993-07-01,22.7,29.9,13.5
260,1993-08-01,22.7,31.9,14.3
260,1993-09-01,19.9,29.7,9.4
260,1993-10-01,13.4,26.8,0.3
260,1993-11-01,9.8,23,-3.7
260,1993-12-01,2.4,15.4,-9.3
260,1994-01-01,0.4,13.3,-11
260,1994-02-01,2.2,15,-5.8
260,1994-03-01,4.5,21.2,-6.1
260,1994-04-01,13.4,27.8,-0.9
260,1994-05-01,17.1,28.3,3.1
260,1994-06-01,20.8,31.1,8.5
260,1994-07-01,28,38.7,19.7
260,1994-08-01,26.7,34.7,17.3
260,1994-09-01,20.3,34.8,6.6
260,1994-10-01,14.8,27.6,2.8
260,1994-11-01,9.8,23.1,-2.7
260,1994-12-01,3.9,18.3,-8.6
260,1995-01-01,0.1,14.6,-9.7
260,1995-02-01,1.6,13.8,-8.3
260,1995-03-01,6.5,20.3,-6.3
260,1995-04-01,10.9,24.7,-2.8
260,1995-05-01,15.5,28.3,0.5
260,1995-06-01,20.3,31.1,9.8
260,1995-07-01,24,31.3,17.6
260,1995-08-01,26.1,34.1,18.5
260,1995-09-01,19.2,32,6.8
260,1995-10-01,14.3,28.2,2.5
260,1995-11-01,5.9,20.4,-6.6
260,1995-12-01,0.5,12.4,-10.2
260,1996-01-01,0.3,14.7,-11.4
260,1996-02-01,-0.6,20.6,-12
260,1996-03-01,4.6,17.1,-9
260,1996-04-01,8.8,25.2,-5.7
260,1996-05-01,16.2,29.7,2.6
260,1996-06-01,20.7,28.6,9.8
260,1996-07-01,24,33.7,14.7
260,1996-08-01,25.3,33.9,17.9
260,1996-09-01,20.4,30.6,7.6
260,1996-10-01,14,26.7,-2.9
260,1996-11-01,8.2,22,-3.2
260,1996-12-01,1.4,16.9,-9.1
260,1997-01-01,-0.7,13.6,-13.1
260,1997-02-01,1.9,16.1,-11.2
260,1997-03-01,6.8,18.8,-7.5
260,1997-04-01,11.7,25.2,-4.3
260,1997-05-01,16.8,28.4,1.7
260,1997-06-01,21.7,33,10.1
260,1997-07-01,24.7,34.5,16
260,1997-08-01,25.4,33.9,17.7
260,1997-09-01,20,33,6
260,1997-10-01,13.3,28.4,-0.2
260,1997-11-01,9.5,21.8,-4.3
260,1997-12-01,3.3,17.7,-9.1
260,1998-01-01,1.1,11.7,-9.9
260,1998-02-01,4.5,20.6,-9.2
260,1998-03-01,7,23.8,-4.6
260,1998-04-01,14.7,27.3,-0.6
260,1998-05-01,17.6,27.9,7.9
260,1998-06-01,20.2,29,11.5
260,1998-07-01,24.5,31.6,19.4
260,1998-08-01,25.5,32,17.5
260,1998-09-01,22.2,32.1,11
260,1998-10-01,16.9,28.1,6.5
260,1998-11-01,8.9,23.3,-2.5
260,1998-12-01,3.7,17.2,-6.4
260,1999-01-01,1.7,14.4,-8.2
260,1999-02-01,2.9,16.9,-9
260,1999-03-01,7.6,18.1,-2.2
260,1999-04-01,12.7,25.8,-0.9
260,1999-05-01,16.8,27.4,4.5
260,1999-06-01,21.5,32,14
260,1999-07-01,23.3,30.6,15.9
260,1999-08-01,24.3,32.1,18.4
260,1999-09-01,22.7,31.9,10.6
260,1999-10-01,14.5,26.1,1.7
260,1999-11-01,8.3,21,-3.7
260,1999-12-01,2.2,14.2,-9.3
260,2000-01-01,1.3,14,-10.1
260,2000-02-01,0.8,13.5,-7.7
260,2000-03-01,6.2,19.2,-6.8
260,2000-04-01,11.1,24.3,-3.3
260,2000-05-01,16.4,31.6,2.1
260,2000-06-01,20.9,31.3,11
260,2000-07-01,25.2,32.7,18
260,2000-08-01,25.5,34.1,18.2
260,2000-09-01,19.7,30.5,8.2
260,2000-10-01,14.9,26,2.3
260,2000-11-01,7.8,21.8,-4.9
260,2000-12-01,2.5,17.3,-8.3
260,2001-01-01,0.5,11.3,-11.9
260,2001-02-01,2.3,17.2,-9.6
260,2001-03-01,5.8,20.7,-4.6
260,2001-04-01,11.9,26.1,-3.4
260,2001-05-01,17.6,29.5,4.6
260,2001-06-01,21,33,9.6
260,2001-07-01,24.9,33.2,16.7
260,2001-08-01,24.6,33,15.3
260,2001-09-01,20.4,30.1,9.3
260,2001-10-01,15.7,26.2,4.6
260,2001-11-01,6.8,20.1,-5
260,2001-12-01,2.6,14.1,-8.3
260,2002-01-01,3.1,17.6,-7.8
260,2002-02-01,3.1,14.8,-8.6
260,2002-03-01,7.8,19.5,-6.1
260,2002-04-01,13,26,0.6
260,2002-05-01,16.9,28.3,7.8
260,2002-06-01,20.9,30.7,10.8
260,2002-07-01,23.7,32.7,17.7
260,2002-08-01,23.7,32,18.2
260,2002-09-01,19.7,31.7,9.1
260,2002-10-01,13.1,27.1,-1.7
260,2002-11-01,5.5,21,-6.3
260,2002-12-01,3.6,15.5,-8.1
260,2003-01-01,-0.1,12.6,-11.1
260,2003-02-01,3.5,14.6,-8.6
260,2003-03-01,6.2,18.8,-3.4
260,2003-04-01,12.8,23.7,-0.1
260,2003-05-01,17.3,28,5.5
260,2003-06-01,20.7,28.7,10.6
260,2003-07-01,22.1,29.8,15.6
260,2003-08-01,23.8,32,14.5
260,2003-09-01,21.3,31.7,9
260,2003-10-01,13.4,26.6,1.7
260,2003-11-01,10.5,24,-4.8
260,2003-12-01,3.1,16,-7.3
260,2004-01-01,0.2,12.8,-12.5
260,2004-02-01,3.5,17.3,-8.6
260,2004-03-01,6.7,20.5,-5.4
260,2004-04-01,12.1,27.6,-3.2
260,2004-05-01,16.8,29,4
260,2004-06-01,20.9,30.2,8.3
260,2004-07-01,25.3,35.4,19.2
260,2004-08-01,25.3,34.5,15.6
260,2004-09-01,21.5,30.1,11.6
260,2004-10-01,14.3,26.6,0.6
260,2004-11-01,8.9,21.6,-2
260,2004-12-01,4.4,18.2,-4.9
260,2005-01-01,0.3,11.3,-8.6
260,2005-02-01,1.3,12.3,-8.1
260,2005-03-01,4.8,20.2,-8
260,2005-04-01,12.3,26.2,-2
260,2005-05-01,16.9,29.8,4.4
260,2005-06-01,22.1,32.7,13.5
260,2005-07-01,24.9,34,19
260,2005-08-01,25.1,33.7,16.7
260,2005-09-01,22.6,33,12.6
260,2005-10-01,14.8,30.5,1.7
260,2005-11-01,8.6,23.3,-4.3
260,2005-12-01,-0.5,15.8,-10.8
260,2006-01-01,1.8,14.1,-8.5
260,2006-02-01,1.8,16.6,-10.6
260,2006-03-01,6.3,20.7,-7.9
260,2006-04-01,11.3,26.2,0
260,2006-05-01,16.7,28.3,4.8
260,2006-06-01,20.9,31.2,13.1
260,2006-07-01,23.8,33.7,18.5
260,2006-08-01,26.5,35.5,20.5
260,2006-09-01,19.4,29.6,9.6
260,2006-10-01,16.7,29,4.3
260,2006-11-01,10,24.7,-2.2
260,2006-12-01,3.2,17.1,-6.9
260,2007-01-01,1.7,13.1,-7
260,2007-02-01,4.9,17.7,-9.3
260,2007-03-01,7.3,19.6,-4.5
260,2007-04-01,11.3,25.7,-3
260,2007-05-01,17.2,28.7,4.9
260,2007-06-01,21.2,29.3,13.5
260,2007-07-01,23.9,33.7,17.1
260,2007-08-01,26.1,34,20.3
260,2007-09-01,21.8,29.6,14.8
260,2007-10-01,15.3,27.6,2.5
260,2007-11-01,7.7,21.7,-5
260,2007-12-01,4.1,16.3,-5
260,2008-01-01,1.5,13.8,-9
260,2008-02-01,0.7,14.3,-9.2
260,2008-03-01,7.2,19.5,-6.3
260,2008-04-01,12.7,25.2,-0.3
260,2008-05-01,17,31.3,3.6
260,2008-06-01,20.7,30.1,11
260,2008-07-01,26.2,34.5,18.6
260,2008-08-01,25.4,32.9,16.8
260,2008-09-01,22.2,32.1,6.4
260,2008-10-01,16.3,28.6,4.9
260,2008-11-01,8.6,21.5,-5.8
260,2008-12-01,3.2,18.5,-8.6
260,2009-01-01,1,14.3,-12.1
260,2009-02-01,5.3,19.6,-6.7
260,2009-03-01,7.7,23.2,-5.7
260,2009-04-01,12.4,28,-1.9
260,2009-05-01,18.2,29.7,4.6
260,2009-06-01,21.9,32.4,12.2
260,2009-07-01,24.5,32.2,17.9
260,2009-08-01,25,33.3,15.4
260,2009-09-01,21.8,32.5,13.5
260,2009-10-01,15.3,26.1,4.5
260,2009-11-01,9.1,24.5,-4.4
260,2009-12-01,2.9,13.5,-9.5
260,2010-01-01,0.7,14.8,-11.8
260,2010-02-01,3.9,17.9,-8.7
260,2010-03-01,7.2,21.1,-4.2
260,2010-04-01,10.5,24.6,-1.3
260,2010-05-01,17.4,30,2
260,2010-06-01,22.4,31,12.6
260,2010-07-01,25.4,32.7,20
260,2010-08-01,27.2,34.7,21.1
260,2010-09-01,23,32.3,9.3
260,2010-10-01,15.5,26.2,0.2
260,2010-11-01,7.7,20.7,-4.2
260,2010-12-01,2.8,19.8,-10
260,2011-01-01,-2.4,7.3,-13.1
260,2011-02-01,3.1,19,-9
260,2011-03-01,5.2,21.9,-6.4
260,2011-04-01,11.6,24.9,-2.8
260,2011-05-01,18,29.4,5
260,2011-06-01,22.5,30.6,14.7
260,2011-07-01,26,36.1,17.6
260,2011-08-01,25.6,33,19.4
260,2011-09-01,22.1,34.2,9.2
260,2011-10-01,14.9,27.9,0.5
260,2011-11-01,12.4,26.5,-3.5
260,2011-12-01,2.5,13.2,-8.1
260,2012-01-01,0.8,13.1,-11.5
260,2012-02-01,0.6,12.9,-9.5
260,2012-03-01,6.6,21.3,-6
260,2012-04-01,12.7,24.2,-1
260,2012-05-01,18.8,30.2,9.3
260,2012-06-01,22.3,30.7,14.6
260,2012-07-01,25.6,35.1,19.3
260,2012-08-01,26.9,35.3,19.5
260,2012-09-01,20.7,30.3,11.8
260,2012-10-01,15.1,26.5,2.5
260,2012-11-01,8.2,17.6,-2.8
260,2012-12-01,1.3,12.5,-9.1
260,2013-01-01,0.2,13.3,-11.6
260,2013-02-01,2.4,16.2,-8.5
260,2013-03-01,7.2,24.6,-5
260,2013-04-01,10.9,24.4,-2.2
260,2013-05-01,17.9,32.4,3.5
260,2013-06-01,22.6,32.7,14.3
260,2013-07-01,26.7,33.3,21.2
260,2013-08-01,27.4,36.6,19.5
260,2013-09-01,22,30.7,9.9
260,2013-10-01,16.4,28.7,2.4
260,2013-11-01,8.2,23.9,-4.1
260,2013-12-01,3,14.6,-7.1
260,2014-01-01,1.6,15.6,-10.2
260,2014-02-01,4,17.9,-6.4
260,2014-03-01,7.9,22.8,-5.9
260,2014-04-01,13.4,26,0
260,2014-05-01,17.8,31.7,2.6
260,2014-06-01,21.9,30.6,15.2
260,2014-07-01,24.5,33.2,18
260,2014-08-01,24.3,32.9,17.6
260,2014-09-01,21.4,31.2,12.1
260,2014-10-01,15.6,26.6,2.5
260,2014-11-01,10,20.4,-2.4
260,2014-12-01,1.9,12.5,-7.2
260,2015-01-01,2.2,13.3,-7
260,2015-02-01,3.2,12,-8
260,2015-03-01,7.4,21.8,-4.9
260,2015-04-01,12.9,28.3,1.8
260,2015-05-01,18.3,32.8,4
260,2015-06-01,21.2,31.8,11
260,2015-07-01,24.5,34.7,15.6
260,2015-08-01,25.1,35.3,16.6
260,2015-09-01,20.4,29.3,11.9
260,2015-10-01,15.1,26.4,2.7
260,2015-11-01,11.4,22.5,0.3
260,2015-12-01,5.1,16.8,-6.4
260,2016-01-01,1,16.1,-10.5
260,2016-02-01,2.9,17.1,-7.4
260,2016-03-01,7.4,22.2,-7.1
260,2016-04-01,14.1,25.7,3.4
260,2016-05-01,18.2,29.5,5.9
260,2016-06-01,21.9,30,12.8
260,2016-07-01,25.7,34.3,19.2
260,2016-08-01,26.7,36.2,16.4
260,2016-09-01,22.1,31.2,12.6
260,2016-10-01,17.1,28.6,3.7
260,2016-11-01,9.3,21,-2
260,2016-12-01,4.8,19.9,-5.5
260,2017-01-01,2.1,14.8,-7.9
260,2017-02-01,2.9,15.5,-7.7
260,2017-03-01,6.9,19.7,-5.3
260,2017-04-01,14.3,28.2,-1.4
260,2017-05-01,18.9,33.2,6.3
260,2017-06-01,21.8,32.7,11.6
260,2017-07-01,26.7,34.6,19.4
260,2017-08-01,26.2,35.6,14.9
260,2017-09-01,21,29.3,7.1
260,2017-10-01,16,28.6,0.5
260,2017-11-01,7.6,21.7,-2.9
260,2017-12-01,1.4,14.2,-8.8
260,2018-01-01,-0.3,12.4,-13.2
260,2018-02-01,1.3,16.3,-11.8
260,2018-03-01,8.6,23.7,-3.1
260,2018-04-01,13.5,27.5,-2.1
260,2018-05-01,18.1,27.7,2.8
260,2018-06-01,22.2,33,13.1
260,2018-07-01,26.9,36.8,18.5
260,2018-08-01,27.6,36.2,18.8
260,2018-09-01,21.1,29.6,9.9
260,2018-10-01,13.9,26,2.4
260,2018-11-01,9,21.6,-2.7
260,2018-12-01,3.5,18.6,-7.1
260,2019-01-01,2.1,11.5,-8.2
260,2019-02-01,3.9,15.4,-6.4
260,2019-03-01,8.1,20.9,-3.6
260,2019-04-01,12.3,24.8,-3
260,2019-05-01,18,31.3,1.2
260,2019-06-01,21.5,31.8,12.6
260,2019-07-01,,33.5,18.9
261,1971-02-01,,-1.1,-4.6
261,1971-03-01,,10.2,6.1
261,1971-05-01,,24.9,12.9
261,1971-06-01,,25.3,17.8
261,1971-07-01,,26.7,22.4
261,1971-08-01,,28.1,23.7
261,1971-11-01,,20.7,4.9
261,1972-01-01,,13.4,5.3
261,1972-03-01,,12,-1.9
261,1972-04-01,,11.8,-3
261,1972-05-01,,23.6,3.5
261,1972-06-01,,22.1,17.8
261,1972-07-01,,27.1,21.4
261,1972-08-01,,29.4,12.5
261,1972-11-01,,17.6,0.2
261,1972-12-01,,9.2,-2.8
261,1973-01-01,3.4,13.3,-6.4
261,1973-02-01,3.5,13.9,-6.6
261,1973-03-01,5.9,22.1,-5.8
261,1973-04-01,13.3,24.8,-0.5
261,1973-05-01,16.7,25.6,6.6
261,1973-06-01,21.1,30.4,11.6
261,1973-07-01,26.5,33.3,18
261,1973-08-01,26.6,35.8,20.7
261,1973-09-01,20.7,28.9,9.2
261,1973-10-01,14.9,27.1,2.2
261,1973-11-01,7.8,18.4,-6
261,1973-12-01,1.8,14.7,-7
261,1974-01-01,0.3,11.3,-9.1
261,1974-02-01,1.6,15.6,-9.1
261,1974-03-01,5.3,21,-5.2
261,1974-04-01,12.2,22.4,1.4
261,1974-05-01,17.1,28.7,5
261,1974-06-01,20,32,9.8
261,1974-07-01,22.9,31.3,18.3
261,1974-08-01,25.8,33.9,15.4
261,1974-09-01,20.8,29.4,9.9
261,1974-10-01,15.1,24.7,3.2
261,1974-11-01,8.2,21.6,-3.1
261,1974-12-01,3.2,14,-5.1
261,1975-01-01,1.4,11.8,-7.4
261,1975-02-01,1.8,11.4,-9.4
261,1975-03-01,5.6,15.1,-3.8
261,1975-04-01,12.4,25,0.8
261,1975-05-01,16.3,27,5.3
261,1975-06-01,20.5,31.3,10.6
261,1975-07-01,25.6,32.8,18.2
261,1975-08-01,27.2,35,21.7
261,1975-09-01,23.8,33.8,15.5
261,1975-10-01,16.7,27,7.8
261,1975-11-01,10.8,20.2,-1.5
261,1975-12-01,2.7,18.3,-6.2
261,1976-01-01,-0.1,11.5,-9.8
261,1976-02-01,4.5,14.6,-4.8
261,1976-03-01,5.9,17.8,-4.4
261,1976-04-01,11.2,22.8,-1.4
261,1976-05-01,16.1,27.3,3.2
261,1976-06-01,20,29.8,12.5
261,1976-07-01,23,32,15.2
261,1976-08-01,25.7,32.7,18.1
261,1976-09-01,19.6,30.1,9.6
261,1976-10-01,15,26.7,0.1
261,1976-11-01,6.6,22.5,-2.4
261,1976-12-01,2.9,15,-12.7
261,1977-01-01,-2.5,11.4,-14.4
261,1977-02-01,0.1,18.3,-14.5
261,1977-03-01,6.8,17.1,-6.9
261,1977-04-01,12.7,23.3,0.8
261,1977-05-01,16.8,28.7,5.6
261,1977-06-01,20.6,29.1,13.4
261,1977-07-01,25.9,35.9,20
261,1977-08-01,24.2,34.4,14.4
261,1977-09-01,22.2,32.4,8.4
261,1977-10-01,17,29.3,3.9
261,1977-11-01,9.9,23.3,-2.4
261,1977-12-01,4.9,18.9,-7
261,1978-01-01,1.9,12.7,-8.5
261,1978-02-01,1,13.2,-9.3
261,1978-03-01,5.6,18.9,-5.7
261,1978-04-01,12.4,25.3,-2.5
261,1978-05-01,18,31.2,4
261,1978-06-01,21.4,31,8
261,1978-07-01,27.3,35.8,22
261,1978-08-01,26.8,34.2,19.2
261,1978-09-01,21.6,31.7,8.8
261,1978-10-01,15.7,29.2,2.5
261,1978-11-01,10,19.7,-0.4
261,1978-12-01,4.6,19.8,-4.6
261,1979-01-01,3.2,17.1,-7.2
261,1979-02-01,3.7,19,-9.1
261,1979-03-01,7,18.7,-3.6
261,1979-04-01,11.5,24.2,0.2
261,1979-05-01,16.4,30.1,4.7
261,1979-06-01,21.7,30.4,10.7
261,1979-07-01,24.4,33.9,17.6
261,1979-08-01,25.9,35.2,14.2
261,1979-09-01,20.4,29.8,9.6
261,1979-10-01,15.9,27.3,3.5
261,1979-11-01,8.8,25.5,-3.4
261,1979-12-01,4.5,17.2,-5
261,1980-01-01,1.7,15,-7.8
261,1980-02-01,0.4,13.3,-8.6
261,1980-03-01,5.8,19.4,-2.3
261,1980-04-01,11.7,21.6,0.8
261,1980-05-01,16.6,28.8,5.6
261,1980-06-01,21,30.3,11.6
261,1980-07-01,23.2,30.4,17.5
261,1980-08-01,22.6,29.4,16
261,1980-09-01,19.5,29.2,8.7
261,1980-10-01,14.8,25,2.1
261,1980-11-01,9.8,21.1,-2.1
261,1980-12-01,1.8,15.1,-8.9
261,1981-01-01,-0.7,8.9,-9.6
261,1981-02-01,1.9,15.2,-10.6
261,1981-03-01,7.1,20.7,-4.5
261,1981-04-01,11.7,22.4,-1.8
261,1981-05-01,16.7,29.4,5.5
261,1981-06-01,21.3,32.2,9.2
261,1981-07-01,26.5,35.2,19
261,1981-08-01,25.6,32.4,18.5
261,1981-09-01,20.4,28.8,10.2
261,1981-10-01,14.7,24.5,3.2
261,1981-11-01,6.2,16.2,-6.2
261,1981-12-01,2.6,15.8,-6.4
261,1982-01-01,0.3,14.8,-10.9
261,1982-02-01,2.1,15,-7.3
261,1982-03-01,7,19,-4.6
261,1982-04-01,11.9,25.1,-0.3
261,1982-05-01,18.3,30,6.8
261,1982-06-01,21.2,32,10.6
261,1982-07-01,24.1,33.2,15.2
261,1982-08-01,26,33.7,16
261,1982-09-01,20.5,31,10.1
261,1982-10-01,16.4,27.6,1.8
261,1982-11-01,10.9,22.7,-1
261,1982-12-01,3.2,16.5,-5
261,1983-01-01,1.2,15.2,-8.4
261,1983-02-01,1.2,15,-9.8
261,1983-03-01,7.5,20.8,-4
261,1983-04-01,13.4,27.3,-1.6
261,1983-05-01,17.6,29.8,5.5
261,1983-06-01,21.2,30.2,10.1
261,1983-07-01,24.2,31.8,15.6
261,1983-08-01,26.4,36,19.1
261,1983-09-01,22.7,30.8,15.2
261,1983-10-01,16,27.7,1.6
261,1983-11-01,8.7,21,-3
261,1983-12-01,2.4,14.6,-8.6
261,1984-01-01,-1.3,11,-8.5
261,1984-02-01,-0.6,10.1,-10.8
